,label,question_text
371,0,"As a condition to the Closing, Buyer shall obtain, at (Check one)   Seller's    Buyers expense, a title insurance policy (the Title Policy) by a title insurance company selected by (Check one)       Seller       Buyer which is authorized to do business in _________________ [State of property] (the Title Company), subject only to: (Check all that apply)       Any and all restrictions, limitations, regulations, ordinances and/or laws imposed by any governmental authority and any and all other provisions of any governmental restrictions, limitations, regulations, ordinances and/or public laws."
372,0,"    Any material defect, lien or encumbrance created, suffered, assumed or known by the Buyer."
374,0,    Any rights of eminent domain.
375,0,    Any claim under bankruptcy or other creditors rights laws that the transfer is a fraudulent conveyance.
378,0,Seller shall have __________ days after receipt of Buyers objections to correct or address the objections.
379,0,"If Seller fails to correct or address the objections within the specified time period, Buyer shall have the right to terminate this Agreement and be refunded any amounts previously paid under this Agreement."
380,0,Closing.
381,0,"The closing of the Transaction (the Closing) shall occur on _______________, 20_____ and shall take place at ________________________________________ [Address], unless otherwise agreed upon by mutual consent of the Parties."
383,0,Seller Closing Deliverables.
384,0,"At the Closing, Seller shall deliver to Buyer the following:   (A) A general warranty deed conveying to Buyer title to the Property, duly executed and acknowledged by Seller."
385,0,(B) A certificate from Seller certifying that Sellers representations and warranties in this Agreement are true and correct as of the date of the Closing.
386,0,(C) Such affidavits or other evidence as the Title Company shall reasonably require for its title insurance policy.
387,0,"(D) All keys to doors and mailboxes, codes to any locks and owners manuals for appliances and fixtures."
388,0,"(E) Any other documents, certificates, notices, affidavits or statements required by this Agreement, the Title Company, the escrow agent (if any) or law to complete the Transaction."
389,0,(Check all that apply)     A certificate from Seller certifying that Seller is not a foreign person.
390,0,    Other: _______________  13.
391,0,Buyer Closing Deliverables.
392,0,"At the Closing, Buyer shall deliver to Seller the following:  (A) The full amount of the balance of the Purchase Price, as adjusted by any pro rations or credits."
393,0,(B) Such affidavits or other evidence as the Title Company shall reasonably require for its title insurance policy.
394,0,"(C) Any other documents, certificates, notices or statements required by this Agreement, the Title Company, the escrow agent (if any) or law to complete the Transaction."
395,0,(D) Other: _______________  14.
396,0,Seller Closing Costs.
398,0,    All escrow or closing fees.
399,0,(Check all that apply)       All transfer taxes and conveyance fees.
400,0,"     All costs of releasing any mortgage, financing statement, or other debt security."
401,0,"     All costs of removing, remedying or curing any contingencies."
402,0,     All costs related to the preparation of the deed.
403,0,     Any broker commissions or fees.
404,0,"     Any property gains tax, as required by federal or state law."
405,0,     Other: _______________  15.
406,0,Buyer Closing Costs.
407,0,    All escrow or closing fees.
408,0,(Check all that apply)      All transfer taxes and conveyance fees.
409,0,"    All costs or expenses related to obtaining financing, including origination or commitment fees and the lenders title insurance policy."
410,0,    All costs related to the recording of the deed.
411,0,"    All other costs and expenses associated with this Agreement, unless otherwise agreed to by the Parties."
412,0,    Other: _______________  16.
413,0,Delayed Closing.
414,0,(Check one)      The Closing may be extended an additional __________ days if Buyers lender requires additional documentation or information.
415,0,The delay in the Closing will not be the fault of Buyer.
416,0,    The Closing may NOT be delayed.
417,0,Risk of Loss.
418,0,"Seller assumes the risk of loss or damage by fire, natural disaster or other casualty to the Property until the Closing."
420,0,Possession of the Property.
421,0,"Seller shall deliver exclusive possession of the Property on _______________, 20_____."
422,0,Assumption of Leases.
423,0,(Check one)      The Property is NOT currently being leased.
424,0,"    The Property is currently subject to the following lease or rental agreements (the Leases): _______________________________________________________________________    In accordance with the required disclosures under this Agreement, Seller shall provide Buyer with copies of all lease or rental agreements."
425,0,Seller represents and warrants that (a) the Transaction does violate the terms of the Leases and (b) Seller will notify existing tenants under the Leases of the change in ownership prior to the Closing.
426,0,"At the Closing, Seller shall deliver to Buyer an Assignment and Assumption of Lease Agreement for each Lease, as well as all security deposits and advanced payments related the Leases."
427,0,"Buyers Lien.All sums paid on account of this Agreement and the reasonable expenses related to the examination of title are hereby made a lien upon the Property,"
428,0,but such lien shall not continue after default by Buyer hereunder.
429,0,Condition of Property.
430,0,Buyer acknowledges that Buyer is purchasing the Property AS IS in the condition that it is in at Buyers final inspection.
431,0,Seller agrees that the Property shall be in the same condition on the date of the Closing as of the date that Buyers final inspection is completed.
432,0,Sex Offender Registry Notice.
433,0,"Pursuant to law, information about specified registered sex offenders is made available to the public."
434,0,"Buyer understands and agrees that they are solely responsible for obtaining any and all information contained in the state or national sex offender registry for the area surrounding the Property, which can be obtained online or from the local sheriffs department or other appropriate law enforcement officials."
435,0,"Depending on an offenders criminal history, this information will include either the address at which the offender resides or the community of residence and zip code in which he or she resides."
436,0,Real Estate Taxes.
437,0,All real property taxes and adjustments which are delinquent shall be paid at the Closing out of funds due to Seller.
438,0,"Any non-delinquent real property taxes and adjustments, if any, shall be apportioned pro rata on an accrual basis."
439,0,Default.
440,0,"In the event Buyer defaults, Buyer shall forfeit the Deposit to Seller as liquidated damages, which shall be the sole and exclusive remedy available to Seller."
441,0,"In the event Seller defaults, the Deposit shall be refunded to Buyer, and Buyer may sue for all remedies available at law or in equity."
442,0,Acceptance of Deed.
443,0,"The delivery and acceptance of the deed herein described shall be deemed to constitute full compliance with all the terms, conditions, covenants and representations contained herein, or made in connection with the Transaction, except as may herein be expressly provided and except for the warranties of title."
444,0,Bankruptcy.
445,0,"In the event a bankruptcy petition is filed naming Seller as a debtor under any Bankruptcy Code, between the signing of this Agreement and the Closing, then this Agreement shall be terminated and Buyer shall be entitled to a refund of any and all sums paid under this Agreement."
446,0,Attorneys Fees.
447,0,"Except as otherwise expressly provided in this Agreement, in the event of any litigation brought in law or equity to enforce any material provision of this Agreement, the prevailing Party shall be entitled to recover its reasonable attorneys' fees and court costs from the other Party."
448,0,Governing Law.
449,0,"The terms of this Agreement shall be governed by and construed in accordance with the laws of the State of _________________, not including its conflicts of law provisions."
450,0,Disputes.
451,0,Any dispute arising from this Agreement shall be resolved through: (Check one)      Court litigation.
452,0,Disputes shall be resolved in the courts of the State of _________________.
453,0,"If either Party brings legal action to enforce its rights under this Agreement, the prevailing party will be entitled to recover from the other Party its expenses (including reasonable attorneys fees and costs) incurred in connection with the action and any appeal."
454,0,    Binding arbitration.
455,0,Binding arbitration shall be conducted in accordance with the rules of the American Arbitration Association.
456,0,    Mediation.
457,0,"    Mediation, then binding arbitration."
458,0,"If the dispute cannot be resolved through mediation, then the dispute will be resolved through binding arbitration conducted in accordance with the rules of the American Arbitration Association. "
459,0,Notices.
460,0,"Any notice or other communication given or made to any Party under this Agreement shall be in writing and delivered by hand, sent by overnight courier service or sent by certified or registered mail, return receipt requested, to the address stated above or to another address as that Party may subsequently designate by notice and shall be deemed given on the date of delivery."
461,0,Assignment.
462,0,This Agreement and Buyers rights under this Agreement may not be assigned by Buyer without the express written consent of Seller.
463,0,Amendment.
464,0,This Agreement may be amended or modified only by a written agreement signed by all of the Parties.
465,0,Waiver.
466,0,No Party shall be deemed to have waived any provision of this Agreement or the exercise of any rights held under this Agreement unless such waiver is made expressly and in writing.
467,0,Waiver by any Party of a breach or violation of any provision of this Agreement shall not constitute a waiver of any other subsequent breach or violation.
468,0,Binding Effect.
469,0,"This Agreement shall be binding upon and inure to the benefit of the Parties and their respective legal representatives, heirs, executors, administrators, successors and permitted assigns."
470,0,Counterparts.
471,0,"This Agreement may be executed in one or more counterparts, each of which shall be deemed to be an original, and all of which together shall constitute one and the same document."
472,0,Severability.
473,0,"If any provision of this Agreement is held to be invalid, illegal or unenforceable in whole or in part, the remaining provisions shall not be affected and shall continue to be valid, legal and enforceable as though the invalid, illegal or unenforceable parts had not been included in this Agreement."
474,0,Headings.
475,0,"The section headings herein are for reference purposes only and shall not otherwise affect the meaning, construction or interpretation of any provision in this Agreement."
476,0,Entire Agreement.
477,0,"This Agreement contains the entire understanding between the Parties and supersedes and cancels all prior agreements of the Parties, whether oral or written, with respect to the subject matter."
478,0,Miscellaneous.
479,0,Seller Signature    Seller Full Name             Sellers Representative/Trustee Signature    Sellers Representative/Trustee Name and Title              Buyer Signature    Buyer Full Name             Buyers Representative/Trustee Signature    Buyers Representative/Trustee Name and Title              Disclosure of Information on Lead-Based Paint and/or Lead-Based Paint Hazards  Lead Warning Statement  Housing built before 1978 may contain lead-based paint.
480,0,"Lead from paint, paint chips, and dust can pose health hazards if not managed properly."
481,0,Lead exposure is especially harmful to young children and pregnant women.
482,0,"Before renting pre-1978 housing, lessors must disclose the presence of known lead-based paint and/or lead-based paint hazards in the dwelling."
483,0,Lessees must also receive a federally approved pamphlet on lead poisoning prevention.
484,0,Sellers Disclosure  (a) Presence of lead-based paint and/or lead-based paint hazards (check (i) or (ii) below):    (i) ____ Known lead-based paint and/or lead-based paint hazards are present in the housing (explain).
